sec,nsec,frame_id,F_x,F_y,F_z,T_x,T_y,T_z
0,590000000,60,4.7483748893704,5.39536729026154,6.28833887752922,6.72872096926786,7.34427930539872,7.80083620715964
0,600000000,61,4.65681936094241,5.72527237769707,6.19098483230079,6.89870906704917,7.67204809717093,8.02117984557634
0,610000000,62,5.02487258522294,5.82689901425214,6.41682180242317,6.92648091067232,7.31284524063845,7.73339030121769
0,620000000,63,4.72273934141057,5.73351237525559,6.5599536118656,7.03756828516495,7.69035920285653,7.99523911252174
0,630000000,64,4.64003418073061,5.89312417981506,5.99047822504349,6.82363353373821,7.2194586016419,7.91619617297891
0,640000000,65,4.88967558824427,5.57054353465377,6.54683065279092,7.11966307565539,7.57652516251106,7.8148747215186
0,650000000,66,4.92873928037355,5.38712729270302,6.50379955442976,6.93075350199896,7.31315042573321,7.77306436353649
0,660000000,67,5.03616443372906,5.53025910214545,6.19006927701651,6.92159794915616,7.53440961943419,8.232673116245
0,670000000,68,4.73738822595904,5.59526352732933,6.38630329294717,7.00979644154179,7.22190008239998,7.89178136539811
0,680000000,69,5.03219702749718,5.46159245582446,6.18396557512131,6.60634174626911,7.65007477034822,8.12341685232093
0,690000000,70,4.96536149174474,5.88732566301462,6.37989440595721,6.88772240363781,7.26767784661397,8.00958281197546
0,710000000,72,5.0312814722129,5.65782647175512,6.3151951658681,7.14438306833094,7.55394146549883,8.09564500869778
0,730000000,74,4.85152745139927,5.49211096530045,6.09851374858852,7.09067049165319,7.62871181371502,8.18414868617817
0,740000000,75,4.93453779717399,5.81774346140934,6.32465590380566,6.95242164372692,7.50724814600055,7.8408154545732
0,750000000,76,5.05447553941466,5.84429456465346,6.30787072359386,7.07785271767327,7.6387829218421,8.240302743614
0,760000000,77,5.02273628955962,5.71611682485427,6.30390331736198,6.96432386242256,7.75749992370373,8.27143162327952
0,790000000,80,5.03006073183386,5.50096133304849,6.17999816888943,6.89840388195441,7.70775475325785,8.23938718832972
0,800000000,81,4.66170232245857,5.47471541489914,6.30085146641438,6.59321878719443,7.62077700125126,7.71874141666921
0,820000000,83,5.1814325388348,5.6205938901944,6.00604266487625,6.9365520187994,7.41050447096164,7.75994140446181
0,830000000,84,4.79903561510056,5.79729606006043,6.03808709982604,7.13614307077242,7.51426740318003,8.10022278511918
0,840000000,85,4.87105929746391,5.47929319132054,6.22974333933531,6.98416089358196,7.21671193578906,8.22840052491836
0,850000000,86,4.82222968230232,5.40147099215674,6.19006927701651,6.89199499496445,7.35221411786248,7.89941099276711
0,860000000,87,4.60615863521226,5.6373790704062,6.48243659779656,7.05648976104007,7.53990295113987,8.0046998504593
0,870000000,88,5.08621478926969,5.55925168614765,6.10766930143132,7.10989715262307,7.62230292672506,7.87377544480728
0,880000000,89,4.61745048371838,5.30930509353923,6.21478926969207,6.68019653920103,7.27317117831965,8.04956205938902
0,890000000,90,5.19486068300424,5.55558946501053,6.11102633747368,6.71132541886654,7.67113254188665,7.95587023529771
0,900000000,91,4.80147709585864,5.68651387066256,6.5248573259682,6.80806909390545,7.43125705740532,8.06512649922178
0,920000000,93,4.85732596819971,5.79973754081851,6.14154484694968,6.9487594225898,7.51152073732719,7.94610431226539
0,930000000,94,4.71694082461013,5.38438062685018,6.05731376079592,6.85171056245613,7.2026734214301,8.14111758781701
0,940000000,95,4.92812891018403,5.52079836420789,6.46473586230049,6.72353282265694,7.2011474959563,8.14233832819605
0,960000000,97,5.07919553209021,5.53636280404065,6.19983520004883,7.08182012390515,7.17032380138554,7.75597399822993
0,970000000,98,5.01785332804346,5.44480727561266,6.32099368266854,6.84743797112949,7.61772515030366,7.72118289742729
0,980000000,99,5.19425031281472,5.41520432142094,6.08661152989288,7.12759788811914,7.74956511123997,8.02423169652394
0,990000000,100,5.01388592181158,5.4582354197821,6.0582293160802,6.62160100100711,7.436750389111,8.19666127506333
1,0,101,4.66261787774285,5.70360423596912,6.36158330027162,7.08700827051607,7.360454115421,8.24762718588824
1,10000000,102,4.70259712515641,5.81133457441939,6.11529892880032,6.84530167546617,7.61070589312418,8.10754722739341
1,20000000,103,4.743797112949,5.81896420178838,6.49159215063936,6.66463209936827,7.59331034272286,8.10693685720389
1,30000000,104,5.0373851741081,5.85436567278054,6.57094027527696,7.00247199926756,7.18558305612354,8.03399761955626
1,40000000,105,5.13412884914701,5.6450086977752,6.12720114749596,7.17123935666982,7.43644520401624,8.13165684987945
1,60000000,107,4.74898525955992,5.81133457441939,6.56117435224464,6.84041871395001,7.46971037934507,8.11151463362529
1,70000000,108,5.06515701773125,5.50035096285897,6.31611072115238,6.83370464186529,7.26096377452925,8.10357982116154
1,80000000,109,4.90035706656087,5.38865321817682,6.17236854152043,6.92648091067232,7.66472365489669,7.98303170873135
1,90000000,110,4.90524002807703,5.52385021515549,6.18152409436323,6.99423200170904,7.68395031586657,7.8591265602588
1,100000000,111,4.82955412457656,5.36210211493271,5.99353007599109,7.02993865779595,7.53990295113987,8.19879757072665
1,110000000,112,5.14297921689505,5.81041901913511,6.29444257942442,6.88497573778497,7.53807184057131,7.92626728110599
1,130000000,114,5.00106814783166,5.54826502273629,6.18396557512131,6.85384685811945,7.73766289254433,8.20459608752708
1,140000000,115,4.63728751487777,5.90838343455306,6.20441297647023,7.10715048677023,7.52159184545427,7.89605395672475
1,150000000,116,4.76912747581408,5.72252571184423,6.29505294961394,6.87704092532121,7.68700216681417,8.09564500869778
1,180000000,119,4.73067415387432,5.84978789635914,6.06372264778588,6.95547349467452,7.18466750083926,8.13409833063753
1,190000000,120,5.06668294320505,5.60350352488784,6.3075655384991,6.87368388927885,7.72209845271157,8.2494582964568
1,200000000,121,5.01388592181158,5.83269753105258,6.35883663441877,6.77632984405042,7.34244819483016,7.8316599017304
1,220000000,123,4.77828302865688,5.87023529770806,6.55629139072848,6.81203650013733,7.34122745445112,8.20551164281136
1,230000000,124,4.79995117038484,5.62761314737388,6.50776696066164,6.94448683126316,7.73918881801813,8.08801538132878
1,240000000,125,4.64125492110965,5.84643086031678,6.41163365581225,7.13339640491958,7.26645710623493,7.76512955107273
1,250000000,126,4.67360454115421,5.72405163731803,6.42292550431837,6.78731650746178,7.70500808740501,7.78099917600024
1,260000000,127,5.21408734397412,5.69170201727348,6.3441877498703,6.70644245735038,7.55729850154118,7.74803918576617
1,270000000,128,4.98672444837794,5.36332285531175,6.02923673207801,6.88070314645833,7.49229407635731,8.26593829157384
1,290000000,130,4.72029786065249,5.44572283089694,6.36036255989258,7.13766899624622,7.27561265907773,8.18506424146245
1,300000000,131,4.98153630176702,5.36729026154363,6.51356547746208,7.14438306833094,7.32413708914457,7.96319467757195
1,320000000,133,5.11093478194525,5.47532578508866,6.19739371929075,6.64967802972503,7.25730155339213,7.71507919553209
1,330000000,134,4.98825037385174,5.77898495437483,6.05395672475356,6.99056978057192,7.39646595660268,8.06024353770562
1,350000000,136,5.07644886623737,5.90624713888974,6.19769890438551,7.13644825586718,7.22373119296854,7.85088656270028
1,390000000,140,5.20218512527848,5.68681905575732,6.20227668080691,6.75160985137486,7.6128421887875,8.13196203497421
1,400000000,141,4.64308603167821,5.9126560258797,6.34601886043886,6.99087496566668,7.20969267860958,7.74529251991333
1,530000000,154,4.96810815759758,5.74480422376171,6.54499954222236,7.07693716238899,7.48527481917783,7.8301339762566
1,640000000,165,4.66261787774285,5.57115390484329,6.15955076754051,6.73848689230018,7.65770439771722,7.8240302743614
1,670000000,168,5.19455549790948,5.52507095553453,6.51081881160924,7.05008087405011,7.2057252723777,8.18414868617817
1,700000000,171,5.09140293588061,5.66270943327128,6.22547074800867,6.68843653675954,7.64122440260018,7.72301400799585
1,740000000,175,5.10391552476577,5.707571642201,6.60573137607959,6.64143803216651,7.49748222296823,7.92199468977935
1,750000000,176,5.07003997924741,5.8775597399823,6.52974028748436,6.99362163151952,7.53318887905515,8.278450880459
1,790000000,180,4.64400158696249,5.38743247779778,6.1085848567156,6.83309427167577,7.29239783928953,8.25739310892056
1,810000000,182,5.11642811365093,5.68102053895688,6.40827661976989,6.9258705404828,7.30521561326945,7.80083620715964
1,850000000,186,4.7529526657918,5.57451094088565,6.56727805413984,6.91244239631336,7.32749412518693,7.98181096835231
1,860000000,187,5.16434217352824,5.52201910458693,6.42750328073977,7.21701712088382,7.70867030854213,8.22840052491836
1,890000000,190,5.09231849116489,5.41611987670522,6.1299478133488,6.6887417218543,7.54905850398267,7.75292214728233
1,910000000,192,4.827723014008,5.71733756523331,6.51539658803064,7.09952085940123,7.56492812891018,7.75780510879849
1,930000000,194,4.93423261207923,5.36576433606983,6.24256111331523,7.23563341166417,7.66319772942289,8.22565385906552
1,940000000,195,4.81337931455428,5.56901760917997,6.27307962279122,6.87063203833125,7.37083040864284,8.22016052735984
1,950000000,196,4.76485488448744,5.87206640827662,6.23554185613575,6.66493728446303,7.77275917844173,7.88598284859767
1,960000000,197,4.99679555650502,5.60319833979308,6.06097598193304,7.16666158024842,7.77306436353649,7.79076509903256
1,970000000,198,4.68428601947081,5.60502945036164,6.06097598193304,6.88741721854305,7.56584368419446,7.91863765373699
1,990000000,200,5.15701773125401,5.86626789147618,6.2938322092349,7.24204229865413,7.28751487777337,7.81426435132908
2,0,201,4.96353038117618,5.83117160557878,6.10126041444136,7.07144383068331,7.50022888882107,8.23175756096072
2,10000000,202,4.84847560045167,5.68498794518876,6.42811365092929,6.72048097170934,7.30948820459609,7.92626728110599
2,20000000,203,5.19699697866756,5.88732566301462,6.0536515396588,6.94692831202124,7.25486007263405,7.95098727378155
2,30000000,204,5.24491103854488,5.88732566301462,6.0963774529252,6.80501724295785,7.70836512344737,8.07550279244362
2,50000000,206,4.72945341349528,5.65507980590228,6.41895809808649,6.74581133457442,7.65678884243294,8.07702871791742
2,60000000,207,5.164647358623,5.65904721213416,6.22821741386151,7.14285714285714,7.65526291695914,8.24854274117252
2,70000000,208,4.70412305063021,5.87328714865566,6.23401593066195,6.86422315134129,7.55058442945647,7.88384655293435
2,80000000,209,4.92751853999451,5.65843684194464,6.21204260383923,7.16727195043794,7.35251930295724,7.80846583452864
2,90000000,210,4.84298226874599,5.64683980834376,6.30848109378338,6.82821131015961,7.24326303903317,7.87408062990204
2,100000000,211,5.09842219306009,5.77623828852199,6.52821436201056,6.79830317087313,7.41660817285684,8.11304055909909
2,110000000,212,5.01174962614826,5.8394116031373,6.22821741386151,6.85842463454085,7.59483626819666,7.91283913693655
2,130000000,214,4.84817041535691,5.70085757011628,6.21875667592395,6.76992095706046,7.65221106601154,8.29340495010224
2,150000000,216,4.74623859370708,5.79790643024995,6.4943388164922,6.88497573778497,7.4153874324778,7.73339030121769
2,160000000,217,4.72212897122105,5.78630939664907,6.41865291299173,7.05679494613483,7.3543504135258,7.81853694265572
2,190000000,220,5.08285775322733,5.70268868068483,6.63228247932371,7.05587939085055,7.24478896450697,8.24823755607776
2,200000000,221,4.67940305795465,5.55284279915769,6.63411358989227,6.71071504867702,7.48191778313547,7.91009247108371
2,210000000,222,5.08194219794305,5.88641010773034,6.61793877986999,7.11355937376019,7.61314737388226,8.01660206915494
2,230000000,224,4.83321634571368,5.55131687368389,6.24897000030519,7.05191198461867,7.429120761742,8.14691610461745
2,250000000,226,5.05294961394086,5.56382946256905,6.14886928922391,7.15109714041566,7.77001251258889,8.17011017181921
2,260000000,227,4.80086672566912,5.68803979613636,6.29627368999298,7.20633564256722,7.46299630726035,8.17835016937773
2,270000000,228,4.89303262428663,5.4719687490463,6.42109439374981,6.76534318063906,7.6326792199469,8.32178716391491
2,280000000,229,5.18662068544572,5.80278939176611,6.25690481276894,6.71529282509842,7.50816370128483,7.75048066652425
2,290000000,230,5.20676290169988,5.42802209540086,6.53523361919004,6.92007202368236,7.40653706472976,7.95312356944487
2,300000000,231,5.0541703543199,5.55497909482101,6.59260841700491,6.82882168034913,7.77245399334697,8.29645680104984
2,310000000,232,5.0465407269509,5.92852565080721,6.60023804437391,6.80318613238929,7.6448866237373,7.86645100253304
2,320000000,233,5.03219702749718,5.94775231177709,6.23737296670431,6.67836542863247,7.57866145817438,8.16034424878689
2,330000000,234,5.15549180578021,5.94653157139805,6.35822626422925,6.81966612750633,7.5975829340495,7.82952360606708
2,340000000,235,4.68398083437605,5.83666493728446,6.50227362895596,7.15872676778466,7.5624866481521,8.03247169408246
2,350000000,236,5.19089327677236,5.47898800622578,6.47083956419568,6.74092837305826,7.75078585161901,7.99432355723746
2,360000000,237,5.21774956511124,5.8241523483993,6.51326029236732,6.85476241340373,7.40104373302408,7.85363322855312
2,370000000,238,4.72243415631581,5.64714499343852,6.14612262337107,7.03909421063875,7.5563829462569,8.11304055909909
2,380000000,239,5.06485183263649,5.59129612109745,6.20899075289163,6.86635944700461,7.45719779045991,8.11059907834101
2,390000000,240,4.73067415387432,5.80980864894559,6.36646626178777,7.10135196996979,7.51518295846431,8.10876796777245
2,410000000,242,5.08926664021729,5.69811090426344,6.55018768883328,7.25150303659169,7.28232673116245,7.85393841364788
2,420000000,243,5.25559251686148,5.78325754570147,6.29749443037202,6.66615802484207,7.80236213263344,8.12128055665761
2,430000000,244,5.00564592425306,5.88549455244606,6.14673299356059,6.94448683126316,7.54264961699271,7.94976653340251
2,440000000,245,5.12497329630421,5.77593310342723,6.2755211035493,7.05832087160863,7.52891628772851,7.84325693533128
2,450000000,246,4.71358378856777,5.58275093844417,6.25202185125278,7.11783196508683,7.76940214239937,8.03338724936674
2,460000000,247,5.16434217352824,5.71428571428571,6.08081301309244,7.06411938840907,7.25150303659169,8.29706717123936
2,480000000,249,4.73647267067476,5.71703238013855,6.35853144932401,7.11325418866543,7.69646290475173,8.11731315042573
2,490000000,250,4.92324594866787,5.74205755790887,6.55659657582324,7.1370586260567,7.78679769280068,8.25037385174108
2,500000000,251,4.83779412213508,5.68407238990448,6.64632099368267,6.939603869747,7.23990600299081,8.0077517014069
2,510000000,252,4.69435712759789,5.94653157139805,6.10309152500992,7.14346751304666,7.30826746421705,7.8743858149968
2,540000000,255,4.80391857661672,5.88122196111942,6.60634174626911,7.22067934202094,7.7874080629902,8.0825220496231
2,550000000,256,4.71968749046297,5.88488418225654,6.45893734550005,6.85110019226661,7.52494888149663,7.92748802148503
2,580000000,259,4.90493484298227,5.61357463301492,6.43238624225593,6.80654316843165,7.3543504135258,8.16370128482925
2,590000000,260,4.85976744895779,5.45548875392926,6.3609729300821,6.68446913052767,7.78862880336924,8.0108035523545
2,600000000,261,4.69832453382977,5.82018494216742,6.44764549699393,6.73543504135258,7.46177556688131,8.15729239783929
2,620000000,263,4.74745933408612,5.48387096774194,6.35425885799738,6.99514755699332,7.78649250770592,7.99981688894314
2,630000000,264,5.26657918027284,5.55528427991577,6.55049287392804,7.01956236457411,7.27134006775109,8.20917386394848
2,640000000,265,5.12192144535661,5.56566057313761,6.17419965208899,7.16879787591174,7.74376659443953,8.01293984801782
2,650000000,266,5.08041627246925,5.6495864741966,6.47938474684896,7.20053712576678,7.47734000671407,8.24518570513016
2,660000000,267,5.00045777764214,5.81560716574602,6.50624103518784,6.76992095706046,7.67662587359233,8.08282723471786
2,670000000,268,4.74501785332804,5.95690786461989,6.25598925748466,7.03970458082827,7.31986449781793,8.08771019623402
2,690000000,270,4.81887264625996,5.92913602099673,6.20014038514359,6.962492751854,7.33451338236641,8.00836207159642
2,700000000,271,4.87716299935911,5.73717459639271,6.2999359111301,7.00399792474136,7.37662892544328,8.33826715903195
2,710000000,272,4.95620593890194,5.51561021759697,6.09057893612476,7.06411938840907,7.40043336283456,8.28272347178564
2,720000000,273,5.18265327921384,5.85070345164342,6.26606036561174,6.85506759849849,7.82219916379284,8.11944944608905
2,730000000,274,4.77919858394116,5.82506790368358,6.54255806146428,6.68935209204382,7.67632068849757,7.96960356456191
2,740000000,275,5.22659993285928,5.82903530991546,6.3075655384991,7.1385845515305,7.79137546922208,8.06939909054842
2,760000000,277,4.87685781426435,5.85802789391766,6.31458479567858,6.80471205786309,7.48954741050447,8.27448347422712
2,770000000,278,4.70656453138829,5.79607531968139,6.14917447431867,7.09738456373791,7.72209845271157,7.87347025971252
2,780000000,279,4.77065340128788,5.54185613574633,6.63472396008179,6.98904385509812,7.58293404950102,8.26990569780572
2,790000000,280,5.25376140629292,5.86016418958098,6.33075960570086,7.02475051118503,7.8087710196234,7.80968657490768
2,800000000,281,5.04318369090854,5.46006653035066,6.59047212134159,7.10592974639119,7.59361552781762,8.05932798242134
2,820000000,283,4.91317484054079,5.48905911435286,6.26361888485366,6.83614612262337,7.31833857234413,8.10144352549822
2,830000000,284,5.14542069765313,5.40757469405194,6.31641590624714,6.82454908902249,7.33176671651357,7.79992065187536
2,840000000,285,4.85641041291543,5.95904416028321,6.40308847315897,7.08151493881039,7.31711783196509,7.98211615344707
2,870000000,288,5.05325479903562,5.46830652790918,6.5431684316538,6.95272682882168,7.53501998962371,7.90063173314615
2,880000000,289,4.77767265846736,5.94988860744041,6.14001892147587,7.15475936155278,7.52952665791803,8.31019013031404
2,890000000,290,4.99801629688406,5.4353465376751,6.34327219458602,7.01071199682607,7.3696096682638,7.88018433179723
2,900000000,291,5.25650807214576,6.00268562883389,6.3609729300821,7.08120975371563,7.46421704763939,7.96868800927763
2,910000000,292,4.95162816248054,5.41001617481002,6.5431684316538,7.2087771233253,7.53227332377087,8.32850123599963
2,930000000,294,4.89547410504471,5.65843684194464,6.58162175359355,7.13431196020386,7.70867030854213,7.75719473860897
2,940000000,295,4.94216742454299,5.54582354197821,6.20563371684927,7.22617267372661,7.80510879848628,8.29584643086032
2,950000000,296,4.73738822595904,5.43259987182226,6.33594775231178,7.16971343119602,7.5792718283639,8.0550553910947
2,960000000,297,5.04867702261422,5.68681905575732,6.3548692281869,7.06503494369335,7.48130741294595,7.98272652363659
2,970000000,298,5.26566362498856,5.71642200994903,6.27491073335978,6.86208685567797,7.40226447340312,8.2647175511948
2,980000000,299,5.13809625537889,5.6984160893582,6.2938322092349,6.74550614947966,7.55180516983551,8.08648945585498
2,990000000,300,5.17441328165532,5.76860866115299,6.35700552385021,7.23624378185369,7.66167180394909,8.06665242469558
3,0,301,5.27024140140996,5.43748283333842,6.15924558244575,6.70064394054994,7.29361857966857,8.10632648701437
3,10000000,302,4.98886074404126,5.8409375286111,6.61091952269051,6.87612537003693,7.55882442701498,8.31019013031404
3,20000000,303,4.91744743186743,5.5977050080874,6.64815210425123,6.9670705282754,7.83074434644612,8.13043610950041
3,30000000,304,4.90676595355083,5.66301461836604,6.23950926236763,7.10440382091739,7.79839472640156,8.27875606555376
3,40000000,305,5.2302621539964,5.47746208075198,6.22699667348247,6.82149723807489,7.61650440992462,8.01660206915494
3,50000000,306,4.82253486739708,5.54826502273629,6.37379070406201,7.12729270302438,7.72057252723777,7.7858821375164
3,60000000,307,5.11459700308237,5.45487838373974,6.58589434492019,6.78518021179846,7.32505264442885,7.98364207892087
3,70000000,308,5.00350962858974,5.56505020294809,6.56270027771844,6.75008392590106,7.4199652088992,7.82738731040376
3,90000000,310,5.28855250709555,6.00512710959197,6.16962187566759,6.98019348735008,7.74559770500809,8.15881832331309
3,100000000,311,4.83474227118748,5.55772576067385,6.13757744071779,6.72597430341502,7.70073549607837,8.21466719565416
3,110000000,312,5.18875698110904,5.46525467696158,6.57002471999268,6.90115054780725,7.47459334086123,7.97509689626759
3,120000000,313,4.90524002807703,5.87725455488754,6.17938779869991,7.29087191381573,7.32840968047121,7.84783471175268
3,130000000,314,4.93423261207923,5.8668782616657,6.43574327829829,7.20816675313578,7.75444807275613,8.04803613391522
3,140000000,315,5.18478957487716,5.79821161534471,6.48915066988128,6.94906460768456,7.82738731040376,7.86584063234352
3,150000000,316,5.01235999633778,5.80584124271371,6.16107669301431,6.88070314645833,7.8209784234138,8.15851313821833
3,160000000,317,5.22141178624836,5.44022949919126,6.63228247932371,7.19870601519822,7.84417249061556,7.97479171117283
3,170000000,318,5.17807550279244,5.56871242408521,6.49555955687124,7.05832087160863,7.25547044282357,7.87713248084964
3,180000000,319,4.7621082186346,5.93218787194433,6.42506179998169,7.04184087649159,7.62321848200934,7.84630878627888
3,190000000,320,4.91927854243599,5.69627979369488,6.36890774254585,7.00613422040468,7.76116214484085,8.2113101596118
3,200000000,321,5.13779107028413,5.77135532700583,6.31855220191046,7.06167790765099,7.52128666035951,8.15637684255501
3,210000000,322,4.84359263893551,5.94958342234565,6.20807519760735,6.72505874813074,7.85241248817408,7.97570726645711
3,250000000,326,4.98580889309366,5.99291970580157,6.67317728202155,7.25943784905545,7.43949705496384,8.21771904660176
3,260000000,327,5.01205481124302,5.66850795007172,6.21356852931303,7.17154454176458,7.52769554734947,8.13531907101657
3,280000000,329,4.72243415631581,5.83269753105258,6.26606036561174,7.15720084231086,7.26981414227729,8.2830286568804
3,290000000,330,4.72273934141057,5.96240119632557,6.14734336375011,6.84682760093997,7.69371623889889,7.97357097079379
3,300000000,331,5.233314004944,5.52781762138737,6.18701742606891,7.16879787591174,7.38731040375988,7.89605395672475
3,310000000,332,4.7651600695822,5.70696127201148,6.64754173406171,6.95822016052736,7.34122745445112,7.88659321878719
3,320000000,333,5.11917477950377,5.77135532700583,6.51631214331492,6.77358317819758,7.53196813867611,7.82921842097232
3,330000000,334,5.07126071962645,5.71642200994903,6.22669148838771,7.08548234504227,7.76573992126225,7.85882137516404
3,340000000,335,5.14603106784265,5.74297311319315,6.59352397228919,6.78518021179846,7.3802911465804,8.05444502090518
3,350000000,336,5.0267036957915,5.96819971312601,6.3136692403943,6.76900540177618,7.52006591998047,7.91405987731559
3,360000000,337,5.2043214209418,5.45243690298166,6.55934324167608,6.82302316354869,7.45567186498611,7.92474135563219
3,370000000,338,5.09842219306009,5.68193609424116,6.45130771813105,7.1935178685873,7.77886288033692,7.8621784112064
3,380000000,339,4.96658223212378,5.57023834955901,6.65242469557787,6.89413129062777,7.78832361827448,8.35901974547563
3,390000000,340,5.02029480880154,5.46067690054018,6.57399212622455,7.02993865779595,7.77031769768365,7.90704062013611
3,400000000,341,4.93758964812159,5.87817011017182,6.44489883114109,7.28415784173101,7.62077700125126,7.98944059572131
3,410000000,342,4.99099703970458,5.6663716544084,6.59138767662587,6.98171941282388,7.64366588335826,8.12860499893185
3,430000000,344,5.00442518387402,5.9080782494583,6.45863216040529,6.7436750389111,7.50114444410535,8.08191167943358
3,440000000,345,4.87899410992767,5.74907681508835,6.23310037537767,7.19229712820826,7.57683034760582,8.30500198370312
3,450000000,346,5.15274513992737,5.99414044618061,6.16595965453047,6.71590319528794,7.39005706961272,8.18781090731529
3,460000000,347,4.86068300424207,5.83819086275826,6.49189733573412,7.22128971221046,7.58781701101718,8.28821680349132
3,470000000,348,5.29068880275887,5.80553605761895,6.495864741966,6.9869075594348,7.7996154667806,8.12707907345805
3,480000000,349,4.87197485274819,5.93615527817621,6.60298471022675,6.9335001678518,7.5884273812067,8.30652790917692
3,490000000,350,5.13412884914701,5.54338206122013,6.65669728690451,7.30552079836421,7.72637104403821,7.90032654805139
3,500000000,351,5.20249031037324,5.81133457441939,6.66341135898923,6.89809869685965,7.30704672383801,7.8209784234138
3,510000000,352,4.92172002319407,5.80675679799799,6.27185888241218,7.05435346537675,7.32322153386029,8.34894863734855
